wavelength_nm,E_norm
912.65,0.0002
912.96,0.0002
913.27,0.0
913.57,0.00034
913.88,0.0004
914.19,0.00048
914.5,0.00011
914.81,0.00037
915.12,0.0
915.43,0.0
915.73,0.0002
916.04,8e-05
916.35,0.00071
916.66,0.00102
916.97,0.00011
917.27,0.0
917.58,0.00062
917.89,0.0
918.2,0.0
918.51,0.00023
918.81,0.00037
919.12,0.0
919.43,0.00014
919.74,0.00043
920.04,0.00028
920.35,0.00045
920.66,0.00031
920.97,0.00011
921.27,0.00011
921.58,0.0004
921.89,6e-05
922.19,0.0
922.5,0.00077
922.81,0.00065
923.11,0.0
923.42,6e-05
923.73,0.0006
924.04,0.0006
924.34,0.0
924.65,0.00026
924.96,0.00034
925.26,0.00074
925.57,0.00062
925.87,0.00026
926.18,3e-05
926.49,0.0
926.79,0.0
927.1,0.0002
927.41,0.0
927.71,0.00065
928.02,0.00051
928.32,0.0004
928.63,0.0
928.94,0.0
929.24,0.00028
929.55,0.00082
929.85,0.00028
930.16,0.00017
930.46,0.00057
930.77,0.0002
931.08,0.00017
931.38,0.0
931.69,0.00031
931.99,0.00043
932.3,0.0
932.6,0.0
932.91,0.0
933.21,0.00037
933.52,0.0
933.82,0.0
934.13,0.0
934.43,0.00051
934.74,0.0
935.04,0.0
935.35,0.0
935.65,0.00037
935.96,0.00065
936.26,0.00051
936.56,0.00026
936.87,0.00014
937.17,6e-05
937.48,0.00097
937.78,6e-05
938.09,0.0
938.39,0.0
938.69,0.0
939.0,0.0
939.3,0.0
939.61,0.0
939.91,0.00028
940.21,0.00028
940.52,6e-05
940.82,0.0
941.13,0.0006
941.43,0.0
941.73,0.0
942.04,0.00017
942.34,0.0
942.64,0.00037
942.95,0.0
943.25,0.0
943.55,0.0
943.86,0.00017
944.16,0.00017
944.46,0.0
944.77,0.00026
945.07,0.0004
945.37,0.0006
945.67,0.0
945.98,3e-05
946.28,0.00011
946.58,0.00034
946.88,0.0
947.19,0.0
947.49,0.00065
947.79,0.00014
948.09,0.00023
948.4,0.0004
948.7,9e-05
949.0,0.00023
949.3,0.0004
949.61,0.00011
949.91,0.0
950.21,0.00057
950.51,0.00057
950.81,0.00063
951.12,0.0
951.42,0.0
951.72,0.0
952.02,0.0
952.32,9e-05
952.62,0.00065
952.92,0.00048
953.23,3e-05
953.53,0.00054
953.83,0.00051
954.13,0.0
954.43,3e-05
954.73,0.00017
955.03,0.0
955.33,0.00063
955.64,0.0004
955.94,0.0
956.24,3e-05
956.54,0.00048
956.84,0.0
957.14,0.0
957.44,0.0
957.74,0.00028
958.04,0.0
958.34,3e-05
958.64,0.00051
958.94,0.00066
959.24,9e-05
959.54,0.0002
959.84,0.00048
960.14,0.0
960.44,0.00037
960.74,0.0
961.04,0.00011
961.34,0.00037
961.64,0.0
961.94,0.0
962.24,9e-05
962.54,3e-05
962.84,0.00026
963.14,0.00014
963.44,0.00037
963.74,0.0
964.04,0.0
964.34,6e-05
964.64,0.0002
964.94,0.0
965.24,0.0
965.54,0.0
965.84,0.0
966.13,0.00026
966.43,0.0
966.73,0.00043
967.03,0.0
967.33,0.00011
967.63,0.0
967.93,0.0
968.23,0.00017
968.52,0.0006
968.82,9e-05
969.12,0.00049
969.42,0.00103
969.72,0.00034
970.02,0.0
970.31,0.0
970.61,0.00023
970.91,0.00034
971.21,9e-05
971.51,0.00029
971.8,0.00017
972.1,0.0
972.4,0.0
972.7,0.0
973.0,0.0
973.29,0.00034
973.59,0.00051
973.89,0.00046
974.19,0.00017
974.48,0.00029
974.78,0.0002
975.08,0.00089
975.38,0.0
975.67,0.00014
975.97,0.0
976.27,0.00017
976.56,9e-05
976.86,0.0
977.16,0.00046
977.45,0.00034
977.75,0.0002
978.05,0.0004
978.34,0.0
978.64,0.0
978.94,0.0
979.23,0.00023
979.53,0.0
979.83,0.0
980.12,0.0002
980.42,0.0
980.72,0.0
981.01,0.0
981.31,0.00069
981.6,0.00023
981.9,0.00023
982.2,0.0002
982.49,3e-05
982.79,0.0
983.08,0.00011
983.38,0.00046
983.67,0.0
983.97,0.00026
984.27,0.0
984.56,0.00034
984.86,0.0
985.15,0.00014
985.45,3e-05
985.74,0.0
986.04,0.00017
986.33,0.0
986.63,0.0
986.92,0.0004
987.22,0.00014
987.51,0.0002
987.81,0.0
988.1,0.0
988.4,0.00031
988.69,0.0
988.99,0.00049
989.28,0.00031
989.58,0.00031
989.87,0.00052
990.16,0.00031
990.46,0.00029
990.75,0.00026
991.05,3e-05
991.34,0.0
991.63,0.0
991.93,0.0
992.22,0.00029
992.52,0.0
992.81,0.00034
993.1,0.0
993.4,0.0
993.69,9e-05
993.99,0.00011
994.28,0.00031
994.57,0.0
994.87,0.0
995.16,0.00066
995.45,0.00054
995.75,0.00049
996.04,0.0
996.33,0.00011
996.62,0.0
996.92,0.0
997.21,0.0002
997.5,0.0
997.8,9e-05
998.09,0.0
998.38,0.00034
998.67,0.00066
998.97,0.00054
999.26,0.0
999.55,6e-05
999.85,0.0
